date,tweetid,userid,username,text,coordinates
b'Mon Dec 18 14:07:54 +0000 2017',9.42758E+17,225387314,b'Roodehaan',b'Vooraleer u zaterdag a.s. van het optreden van Nele Needs a Holiday gaat genieten heeft u ongetwijfeld goesting in\xe2\x80\xa6 https://t.co/lNnfNSAUKY',"{'type': 'Point', 'coordinates': [4.70379, 52.27239]}"
b'Mon Dec 18 14:07:57 +0000 2017',9.42758E+17,121493492,b'DANNYonPC',b'@SWBFUpdates @A7ZATRU Ofcourse we as a community can come together and get him striked for spreading false shit (fo\xe2\x80\xa6 https://t.co/wkNdVCvgQE',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:08:12 +0000 2017',9.42758E+17,8.01274E+17,b'\xe5\x85\xad\xe5\xad\x90sixko',b'i am just be fine\xe2\x80\xa6\xe2\x80\xa6 https://t.co/IZZYfWD5wo',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:08:49 +0000 2017',9.42759E+17,296482849,b'John Jhinnoe',"b""De betrouwbare overheid.....makkelijker kunnen we t niet maken! nou alle 'programma's'  kunnen wel de vuilnisbak in! https://t.co/CJ1gVYeILe""","{'type': 'Point', 'coordinates': [4.62983, 52.30195]}"
b'Mon Dec 18 14:09:04 +0000 2017',9.42759E+17,929101,b'Hens Zimmerman',b'Teaching #maxforlive at #sae Amsterdam | #audio #lecturing #curriculum #abletonlive @ SAE\xe2\x80\xa6 https://t.co/BPVwhVo0gY',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:09:12 +0000 2017',9.42759E+17,88160282,b'doug',b'i\xe2\x80\x99m so content with life now \xf0\x9f\x95\x8a',"{'type': 'Point', 'coordinates': [4.611793, 52.467293]}"
b'Mon Dec 18 14:09:34 +0000 2017',9.42759E+17,121493492,b'DANNYonPC',b'@WarTex_FM Agreed\n\n@JaqubAjmal pls add snowballs to the CTE',"{'type': 'Point', 'coordinates': [4.66042, 52.39839]}"
b'Mon Dec 18 14:09:37 +0000 2017',9.42759E+17,252576126,b'Van Swieten Society',b'Vanavond dus!! Wees welkom in de Hertz zaal om 19:15. Toegang gratis. Kijk op https://t.co/Llukgbw9bP',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:09:53 +0000 2017',9.42759E+17,231766443,b'Khai & Rosma',"b'Just posted a video @ Amsterdam, Netherlands https://t.co/Jr2MX9aPr1'","{'type': 'Point', 'coordinates': [4.7791931, 52.3255464]}"
b'Mon Dec 18 14:09:56 +0000 2017',9.42759E+17,20131584,b'Silvester',b'@ankursiddha1 Look again',"{'type': 'Point', 'coordinates': [4.80548, 52.35548]}"
b'Mon Dec 18 14:10:23 +0000 2017',9.42759E+17,75113807,b'Miss Martha M-M \xe2\x9a\xa1\xef\xb8\x8f',"b'\xe2\x80\x9cHave yourself a very #innovative #Christmas.\xe2\x80\x9d Spotted in #Amsterdam , a 7m #hologram of a Christmas tree. \xf0\x9f\x8e\x84Love th\xe2\x80\xa6 https://t.co/w3fh6KkftP'","{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:10:46 +0000 2017',9.42759E+17,384678018,b'\xe9\xbb\x91\xe9\xbe\x99\xe2\x84\xa2',b'Finally at my hotel in Amsterdam',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:11:15 +0000 2017',9.42759E+17,237872146,b'\xc5\x82\xe0\xb8\x84c\xce\xb5\xd1\x8fd\xe0\xb8\x84',b'VEMMMM MALANDRA https://t.co/PvjwVqoYLC',"{'type': 'Point', 'coordinates': [4.85613796, 52.35501458]}"
b'Mon Dec 18 14:11:57 +0000 2017',9.42759E+17,121493492,b'DANNYonPC',b'@SWBFUpdates @A7ZATRU Googled the title (and sadly gave him a view) \n\nI do like that he got you in the recommended\xe2\x80\xa6 https://t.co/cKnczL2qGM',"{'type': 'Point', 'coordinates': [4.89492416, 52.37102983]}"
b'Mon Dec 18 14:12:07 +0000 2017',9.42759E+17,121493492,b'DANNYonPC',b'@taara001 @AKA_ART_ @Losssyy HAHAHAHA',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:12:26 +0000 2017',9.42759E+17,8.6901E+17,b'\xd0\xa8\xd0\xb8\xd0\xb1\xd0\xb0-\xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80 \xf0\x9f\x90\x88',"b'\xd0\x9d\xd0\xb8\xd1\x87\xd0\xb5\xd0\xb3\xd0\xbe \xd0\xb8\xd0\xbd\xd1\x82\xd0\xb5\xd1\x80\xd0\xb5\xd1\x81\xd0\xbd\xd0\xbe\xd0\xb3\xd0\xbe, \xd0\xbe\xd0\xb1\xd1\x8b\xd1\x87\xd0\xbd\xd1\x8b\xd0\xb9 \xd0\xbc\xd0\xb0\xd0\xb3\xd0\xb0\xd0\xb7\xd0\xb8\xd0\xbd https://t.co/3ZcGDZnD3f'","{'type': 'Point', 'coordinates': [4.8943895, 52.346769]}"
b'Mon Dec 18 14:12:57 +0000 2017',9.4276E+17,2358120689,b'AleuhSCC',b'@SCCambuurLwd GEWOON WIN WIN WIN \xf0\x9f\x91\x8a\xf0\x9f\x92\xaa',"{'type': 'Point', 'coordinates': [4.94195, 52.35196]}"
b'Mon Dec 18 14:12:58 +0000 2017',9.4276E+17,19063199,b'Sjoerd Druiven',b'@rikspekenbrink Aha. Good to know. Thx.',"{'type': 'Point', 'coordinates': [4.76194429, 52.30944443]}"
b'Mon Dec 18 14:13:05 +0000 2017',9.4276E+17,99886082,b'Pascal Wolterman',b'Altijd gedacht dat de jaarlijkse migratie van #koperwiek en #kramsvogel gelijk op ging. #nietdus https://t.co/ZnxT4MKteB',"{'type': 'Point', 'coordinates': [4.8730299, 52.3623627]}"
b'Mon Dec 18 14:13:07 +0000 2017',9.4276E+17,2256014251,b'Tony Handa',"b""Happy birthday to my best friend and best man!  Here's to many more\xe2\x80\xa6 https://t.co/oM18CfX2kL""","{'type': 'Point', 'coordinates': [4.89287619, 52.37305134]}"
b'Mon Dec 18 14:13:20 +0000 2017',9.4276E+17,121493492,b'DANNYonPC',"b'@taara001 @AKA_ART_ @Losssyy Lets see, who did i have at some time\n\nAKA ART\nMrProWestie\nFlakfire (did like 3 lines)\xe2\x80\xa6 https://t.co/pzdVgt5nha'","{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:13:25 +0000 2017',9.4276E+17,8.6901E+17,b'\xd0\xa8\xd0\xb8\xd0\xb1\xd0\xb0-\xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80 \xf0\x9f\x90\x88',b'\xd0\x91\xd0\xbe\xd0\xbb\xd1\x8c\xd1\x88\xd0\xb8\xd0\xb5 \xd0\xbf\xd0\xb0\xd1\x81\xd1\x81\xd0\xb0\xd0\xb6\xd0\xb8\xd1\x80\xd1\x8b \xd0\xbc\xd0\xb0\xd0\xbd\xd0\xb4\xd0\xb0\xd1\x80\xd0\xb8\xd0\xbd\xd0\xbe\xd0\xb2\xd0\xbe\xd0\xb9 \xd1\x82\xd1\x80\xd0\xb0\xd0\xb2\xd1\x8b https://t.co/grNy7VrbuV',"{'type': 'Point', 'coordinates': [4.9167, 52.35]}"
b'Mon Dec 18 14:13:35 +0000 2017',9.4276E+17,121493492,b'DANNYonPC',b'@taara001 @AKA_ART_ @Losssyy Also apparently i do DANNYonPC stuff too. \n\nweird',"{'type': 'Point', 'coordinates': [4.91061, 52.37005]}"
b'Mon Dec 18 14:14:03 +0000 2017',9.4276E+17,68419915,b'greatgreta',b'Christmas shoppping before the airoport and with the baggage. \xe2\x9c\x85 Queen of the last minute! #gginthenatherlands #fail',"{'type': 'Point', 'coordinates': [4.89462081, 52.37257313]}"
b'Mon Dec 18 14:14:31 +0000 2017',9.4276E+17,121493492,b'DANNYonPC',b'@KieranOPoole @AKA_ART_ @Losssyy 1. Views\n2. Views equal money\n3. $$$\n4. Views also equal subs\n5. Subs equal more money',"{'type': 'Point', 'coordinates': [4.6464, 52.3613]}"
b'Mon Dec 18 14:14:56 +0000 2017',9.4276E+17,322508230,b'ITC',b'Applications are now open for #SheTradesGlobal! Register now to the world\xe2\x80\x99s leading event connecting women entrepre\xe2\x80\xa6 https://t.co/X7z11CQRLM',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:15:20 +0000 2017',9.4276E+17,216638838,b'a woman with enough body',"b""@jack we've been reporting a user who posted a video of a girl being raped for hours now and the video is still up\xe2\x80\xa6 https://t.co/mCC7HSHhb6""","{'type': 'Point', 'coordinates': [4.815239, 52.311659]}"
b'Mon Dec 18 14:15:31 +0000 2017',9.4276E+17,28377532,b'Guto',b'NOSSA UNS HOME B\xc3\x83O NESSE CLIPE NE #vaimaladra',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:15:34 +0000 2017',9.4276E+17,121493492,b'DANNYonPC',b'@SWBFUpdates @A7ZATRU Might be under spam / misleading https://t.co/f4pvZJNE7l',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:15:36 +0000 2017',9.4276E+17,8.6901E+17,b'\xd0\xa8\xd0\xb8\xd0\xb1\xd0\xb0-\xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80 \xf0\x9f\x90\x88',"b'\xd0\xa3\xd1\x80\xd0\xb0, \xd0\xbd\xd0\xb0\xd0\xba\xd0\xbe\xd0\xbd\xd0\xb5\xd1\x86 \xd0\xbd\xd0\xb0\xd1\x88\xd0\xb5\xd0\xbb \xd0\xbc\xd0\xb5\xd1\x81\xd1\x82\xd0\xbe \xd0\xb3\xd0\xb4\xd0\xb5 \xd0\xbf\xd0\xb8\xd0\xb7\xd0\xb4\xd1\x8f\xd1\x82 \xd0\xb2\xd0\xb5\xd0\xbb\xd0\xbe\xd1\x81\xd0\xb8\xd0\xbf\xd0\xb5\xd0\xb4\xd0\xb8\xd1\x81\xd1\x82\xd0\xbe\xd0\xb2! https://t.co/N4Ggj5SgHy'","{'type': 'Point', 'coordinates': [4.63521123, 52.38143463]}"
b'Mon Dec 18 14:15:48 +0000 2017',9.4276E+17,250299593,b'nico papineau salm',b'Raad Waterland wil een zonnepark op Bukdijk Marken https://t.co/I2h6YVyxz9 via @nhdagblad',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:16:10 +0000 2017',9.4276E+17,7.19885E+17,b'Various Jams',"b""That's not even a stolen tweet https://t.co/P1ADRRdiY1""","{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:16:53 +0000 2017',9.42761E+17,237872146,b'\xc5\x82\xe0\xb8\x84c\xce\xb5\xd1\x8fd\xe0\xb8\x84',b'essa raba da anitta so falta falar oi como ve ta meu deus q mulher arrepiei',"{'type': 'Point', 'coordinates': [4.94201341, 52.31381897]}"
b'Mon Dec 18 14:16:54 +0000 2017',9.42761E+17,2289982399,b'Trash in everything \xf0\x9f\x8e\x84',b'cant wait to go back to LDN in 2018 and get drunk with @electrapatronum \xf0\x9f\x92\x85\xf0\x9f\x8f\xbb',"{'type': 'Point', 'coordinates': [4.76393985, 52.30908793]}"
b'Mon Dec 18 14:17:06 +0000 2017',9.42761E+17,15115856,b'Igor Beuker',b'Finally \xf0\x9f\x99\x8c The rematch kickboxing fans have been waiting for!!! \n\nGlory 51 Badr Hari vs. @Hesdy_Gerges \n\n#glory51\xe2\x80\xa6 https://t.co/blTbMb9VHZ',"{'type': 'Point', 'coordinates': [4.815239, 52.311659]}"
b'Mon Dec 18 14:17:11 +0000 2017',9.42761E+17,511825168,b'SJAAK',b'@marittx0 Heb nog foto van jou lol https://t.co/j8yVRRi7yR',"{'type': 'Point', 'coordinates': [4.8943895, 52.346769]}"
b'Mon Dec 18 14:17:35 +0000 2017',9.42761E+17,1465148978,b'Summer\xe2\x99\xa1',b'So nearly died 922817283 times by cyclists \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:17:37 +0000 2017',9.42761E+17,19140633,b'112alarm.net',b'\xf0\x9f\x94\xb4 #LANDSMEER #ZAW | oertuig te water Kanaalweg th 27 Landsmeer\n | https://t.co/jkoJtqYLei',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:18:09 +0000 2017',9.42761E+17,222899278,b'slavica \xc5\xbeivanovi\xc4\x87',b'Lulu and the water creature.\n#illustration #drawimg #womenwhodraw #lulunamostu #seamomster @\xe2\x80\xa6 https://t.co/Tq5zeQWEhl',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:18:10 +0000 2017',9.42761E+17,8.6901E+17,b'\xd0\xa8\xd0\xb8\xd0\xb1\xd0\xb0-\xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80 \xf0\x9f\x90\x88',b'\xd0\x92\xd1\x8c\xd0\xb5\xd1\x82\xd0\xbd\xd0\xb0\xd0\xbc\xd1\x81\xd0\xba\xd0\xb8\xd0\xb9 \xd1\x85\xd0\xb0\xd0\xbb\xd1\x8f\xd0\xbb\xd1\x8c https://t.co/KeZ3vaCBV6',"{'type': 'Point', 'coordinates': [4.89562311, 52.37448598]}"
b'Mon Dec 18 14:18:13 +0000 2017',9.42761E+17,3523852276,b'Diele \xe2\x9a\xbd\xef\xb8\x8f',b'@Jordy_Verheijen Kom op zeg. Het leven is gen football manager. Miss wil Zlatan ok wel kommen afbouwen bej Helmond\xe2\x80\xa6 https://t.co/khmNRnOHJl',"{'type': 'Point', 'coordinates': [4.611793, 52.467293]}"
b'Mon Dec 18 14:18:44 +0000 2017',9.42761E+17,2766640867,b'Victor Pons',b'Ineke Hans combines new and old production techniques to create chair for the Kunsthalle Wien https://t.co/amETH6q5dd via @dezeen',"{'type': 'Point', 'coordinates': [4.84659, 52.34472]}"
b'Mon Dec 18 14:18:49 +0000 2017',9.42761E+17,20131584,b'Silvester',b'@ankursiddha1 True :) still HODL\xe2\x80\x99ing steady as always',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:18:53 +0000 2017',9.42761E+17,28377532,b'Guto',b'@vilorri EU TODE CARA',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:19:00 +0000 2017',9.42761E+17,75356761,b'fajri de candra',b'#newyork @ Hijau Travel &amp; Tours https://t.co/O9ZctERzrW',"{'type': 'Point', 'coordinates': [4.9167, 52.35]}"
b'Mon Dec 18 14:19:07 +0000 2017',9.42761E+17,219038925,b'Carla',b'@hayday Udate? No update. Running around in circles.',"{'type': 'Point', 'coordinates': [4.605844, 52.46765]}"
b'Mon Dec 18 14:19:10 +0000 2017',9.42761E+17,121493492,b'DANNYonPC',b'@JaqubAjmal @MrProWestie You can also change your YT name now!',"{'type': 'Point', 'coordinates': [4.89623, 52.37182]}"
b'Mon Dec 18 14:19:22 +0000 2017',9.42761E+17,108191856,b'Kim Peters',b'@marijnfietst Ik houd van die rivier.',"{'type': 'Point', 'coordinates': [4.89097595, 52.3577278]}"
b'Mon Dec 18 14:19:49 +0000 2017',9.42761E+17,2893202927,b'Denise',b'@JashaRudge ft. @zrtauran',"{'type': 'Point', 'coordinates': [4.88361, 52.36639]}"
b'Mon Dec 18 14:20:05 +0000 2017',9.42761E+17,237872146,b'\xc5\x82\xe0\xb8\x84c\xce\xb5\xd1\x8fd\xe0\xb8\x84',b'vai malandra\nan an\ne ta loca\ntu brincando com o bumbum https://t.co/zGymAIqn4Z',"{'type': 'Point', 'coordinates': [4.76227464, 52.3078348]}"
b'Mon Dec 18 14:20:19 +0000 2017',9.42761E+17,2966354595,b'Co de Boef\xe2\x9d\x8c\xe2\x9d\x8c\xe2\x9d\x8c',b'Weet iemand waar ik seizoen 5 van Prison Break kan kijken ???',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:20:27 +0000 2017',9.42761E+17,7.19885E+17,b'Various Jams',b'I need a second bot to locate tweets to steal',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:20:32 +0000 2017',9.42762E+17,427100923,b'i. wasson',b'Europe is most definitely on my list of places to travel to.',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:20:37 +0000 2017',9.42762E+17,7.94641E+17,b'\xd0\xaf\xd1\x80\xd0\xbe\xd1\x81\xd0\xbb\xd0\xb0\xd0\xb2 \xd0\x9a\xd0\xbe\xd1\x80\xd1\x88\xd0\xb0\xd0\xba',"b'\xd0\xaf\xd0\xba \xd0\xb2\xd0\xb8 \xd0\xb4\xd1\x83\xd0\xbc\xd0\xb0\xd1\x94\xd1\x82\xd0\xb5, \xd1\x8f\xd0\xba\xd0\xb8\xd0\xb9 % \xd0\xba\xd0\xbe\xd1\x80\xd0\xb8\xd1\x81\xd1\x82\xd1\x83\xd0\xb2\xd0\xb0\xd1\x87\xd1\x96\xd0\xb2 \xd0\xb7 \xd0\xa3\xd0\xba\xd1\x80\xd0\xb0\xd1\x97\xd0\xbd\xd0\xb8 \xd0\xb2\xd0\xba\xd0\xb0\xd0\xb7\xd1\x83\xd1\x94 \xd1\x83\xd0\xba\xd1\x80\xd0\xb0\xd1\x97\xd0\xbd\xd1\x81\xd1\x8c\xd0\xba\xd1\x83 \xd0\xbc\xd0\xbe\xd0\xb2\xd1\x83 \xd1\x8f\xd0\xba \xd0\xb1\xd0\xb0\xd0\xb6\xd0\xb0\xd0\xbd\xd1\x83 \xd0\xb2 \xd0\xb1\xd1\x80\xd0\xb0\xd1\x83\xd0\xb7\xd0\xb5\xd1\x80\xd1\x96?'","{'type': 'Point', 'coordinates': [4.92196, 52.3497]}"
b'Mon Dec 18 14:20:44 +0000 2017',9.42762E+17,222899278,b'slavica \xc5\xbeivanovi\xc4\x87',"b'Lulu and the water creature.\n#illustration #drawing #lulunamostu #seamonster @ Amsterdam,\xe2\x80\xa6 https://t.co/Tq5zeQWEhl'","{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:20:44 +0000 2017',9.42762E+17,121493492,b'DANNYonPC',b'@JaqubAjmal @MrProWestie No JAQUBonX1?',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:21:04 +0000 2017',9.42762E+17,511825168,b'SJAAK',b'Ook nog een throwbackje met @KajvanderRee en met mama \xf0\x9f\x98\x87 \nStem op KAJ https://t.co/yxoXl4O7uH https://t.co/CYieHXj3mw',"{'type': 'Point', 'coordinates': [4.89055, 52.372]}"
b'Mon Dec 18 14:21:09 +0000 2017',9.42762E+17,3232841398,b'Alfons Scholing \xc2\xa9\xc2\xae\xe2\x84\xa2',b'Wat een aangename relaxte dag! \xf0\x9f\x98\x82 #Kantoorgesprekken \xf0\x9f\x98\x9c',"{'type': 'Point', 'coordinates': [4.76227464, 52.3078348]}"
b'Mon Dec 18 14:21:27 +0000 2017',9.42762E+17,92018099,b'Arthur van Amerongen',b'@Tommygunner Er had net een hele dikke man scheten zitten laten op die stoel. Ny piep ik mijn sandwich warm op zijn stoel',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:21:45 +0000 2017',9.42762E+17,8.6901E+17,b'\xd0\xa8\xd0\xb8\xd0\xb1\xd0\xb0-\xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80 \xf0\x9f\x90\x88',b'\xd0\x9d\xd0\xb0\xd1\x88\xd0\xb5\xd0\xbb \xd0\xba\xd0\xbe\xd1\x88\xd0\xba\xd1\x83 \xd1\x81 \xd0\xba\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xba\xd0\xbe\xd0\xbb\xd1\x8c\xd1\x87\xd0\xb8\xd0\xba\xd0\xbe\xd0\xbc \xd0\xba\xd0\xbe\xd1\x82\xd0\xbe\xd1\x80\xd1\x83\xd1\x8e \xd0\xb2\xd1\x87\xd0\xb5\xd1\x80\xd0\xb0 \xd0\xb2\xd0\xb8\xd0\xb4\xd0\xb5\xd0\xbb! \xd0\x9a\xd0\xbe\xd1\x88\xd0\xba\xd0\xb0 \xd0\xbd\xd0\xb5 \xd0\xb3\xd0\xbb\xd0\xb0\xd0\xb4\xd0\xb8\xd1\x82\xd1\x81\xd1\x8f https://t.co/UZbOsYjgwB',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:21:55 +0000 2017',9.42762E+17,28377532,b'Guto',b'PRIMEIRO NOS TT WW #VaiMalandra https://t.co/c2ODf3YSFx',"{'type': 'Point', 'coordinates': [4.59638083, 52.45072159]}"
b'Mon Dec 18 14:22:31 +0000 2017',9.42762E+17,237872146,b'\xc5\x82\xe0\xb8\x84c\xce\xb5\xd1\x8fd\xe0\xb8\x84',b'https://t.co/HNzqHh6Ugq',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:23:04 +0000 2017',9.42762E+17,46648204,b'Waalko Kramer',b'@JanWolsheimer Vandaar dat zo vele voorgangers een Apple hebben! #ipad #iphone #macbook #etc....',"{'type': 'Point', 'coordinates': [4.86667, 52.3]}"
b'Mon Dec 18 14:23:05 +0000 2017',9.42762E+17,3018438760,b'Emily Veening',"b'Meet your newest art thief, plus my favorite partner in crime \xf0\x9f\x90\xb0\xf0\x9f\x92\x95\xf0\x9f\x91\x80 https://t.co/f4RdcWwNYj'","{'type': 'Point', 'coordinates': [4.89055, 52.372]}"
b'Mon Dec 18 14:23:08 +0000 2017',9.42762E+17,19140633,b'112alarm.net',b'\xf0\x9f\x94\xb4 #ZAANDAM #ZAW | Ongeval Letsel Veldbloemenweg/Paltrokstraat Zaandam /aanrijding auto/scooter\n | https://t.co/Kqr8cUogxt',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:23:09 +0000 2017',9.42762E+17,3400347647,b'\xf0\x9f\x87\xae\xf0\x9f\x87\xb7\xf0\x9f\x87\xae\xf0\x9f\x87\xb7\xf0\x9f\x87\xae\xf0\x9f\x87\xb7',b'@danapsg Waarom staat Kuyt er lol',"{'type': 'Point', 'coordinates': [4.63904824, 52.38208523]}"
b'Mon Dec 18 14:23:15 +0000 2017',9.42762E+17,40648129,b'Osman 4b825dc642cb6eb9a060e54bf8d69288fbee4904',b'@osmanmakal String in nesinin grafi\xc4\x9fini \xc3\xa7\xc3\xb6zeceksin',"{'type': 'Point', 'coordinates': [4.9167, 52.35]}"
b'Mon Dec 18 14:23:21 +0000 2017',9.42762E+17,92018099,b'Arthur van Amerongen',b'@jordaantje17 Een volkoren lasagnaboterham a 12 euro',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:23:27 +0000 2017',9.42762E+17,3017394549,b'silipa.',b'\xf0\x9f\x92\x96 https://t.co/3u4VI1OOLN',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:23:29 +0000 2017',9.42762E+17,162915589,b'Pierina Andrea',b'#ModoVacaciones \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbf\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbf\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d https://t.co/pdvllHe6tW',"{'type': 'Point', 'coordinates': [4.89664078, 52.37123944]}"
b'Mon Dec 18 14:23:30 +0000 2017',9.42762E+17,25397115,b'Worthy de Jong',b'- | Family Funday On Sunday | - | #shotoniphone @ IKEA https://t.co/CBo3fxJJ3h',"{'type': 'Point', 'coordinates': [4.87114109, 52.37230064]}"
b'Mon Dec 18 14:23:32 +0000 2017',9.42762E+17,7.32555E+17,b'Aad 168',b'@officiallibera Cheers!\xf0\x9f\x98\x87',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 14:23:32 +0000 2017',9.42762E+17,3017394549,b'silipa.',b'\xf0\x9f\x92\x96 https://t.co/kvLSHhpWwA',"{'type': 'Point', 'coordinates': [4.89771, 52.37036]}"
b'Mon Dec 18 14:23:46 +0000 2017',9.42762E+17,17883546,b'Andy Milonakis',b'@THE_W4RH4MM3R All good',"{'type': 'Point', 'coordinates': [4.815827, 52.31273]}"
b'Mon Dec 18 14:23:56 +0000 2017',9.42762E+17,237872146,b'\xc5\x82\xe0\xb8\x84c\xce\xb5\xd1\x8fd\xe0\xb8\x84',b'@loquaz tbm n achei interessante essa parte',"{'type': 'Point', 'coordinates': [4.68335152, 52.24451459]}"
b'Mon Dec 18 14:24:21 +0000 2017',9.42762E+17,3400347647,b'\xf0\x9f\x87\xae\xf0\x9f\x87\xb7\xf0\x9f\x87\xae\xf0\x9f\x87\xb7\xf0\x9f\x87\xae\xf0\x9f\x87\xb7',b'@DaniWorldwide @danapsg Ja uh maar bedoel zet hem zelf niet in het rijtje van spelers die je gaat missen? Denk aan pirlo kaka etc',"{'type': 'Point', 'coordinates': [4.76194429, 52.30944443]}"
b'Mon Dec 18 14:24:28 +0000 2017',9.42762E+17,1926198877,b'JAA TO',"b'The \xe2\x80\x9cEuropean Military Airworthiness Requirements, EMAR 21\xe2\x80\x9d training course, taking place on 23 \xe2\x80\x93 24 January, in th\xe2\x80\xa6 https://t.co/OP5CArkh4C'","{'type': 'Point', 'coordinates': [4.793265, 52.26046]}"
b'Mon Dec 18 14:24:40 +0000 2017',9.42763E+17,22631057,b'Sol2theSue',b'@realDonaldTrump @foxandfriends You are beyond pathetic.\n#Impeach45\n#StopGOPTaxScam \n#TrumpRussia \n#BlueWave\n#GFY',"{'type': 'Point', 'coordinates': [4.8005817, 52.2658966]}"
b'Mon Dec 18 14:25:01 +0000 2017',9.42763E+17,40648129,b'Osman 4b825dc642cb6eb9a060e54bf8d69288fbee4904',b'@osmanmakal Benim favorim graphite',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 14:25:22 +0000 2017',9.42763E+17,3364275869,b'Neto',"b'1 semaninha de folga, ja cheguei em amsterdam. Bora relaxar q 2018 o pau vai quebrar'","{'type': 'Point', 'coordinates': [4.9165, 52.34438]}"
b'Mon Dec 18 14:25:23 +0000 2017',9.42763E+17,219604888,b'Jesse Scott',"b'A busy Sunday on the ice rink @ Amsterdam, Netherlands https://t.co/MvF5T2HqTc'","{'type': 'Point', 'coordinates': [4.88725586, 52.39398971]}"
b'Mon Dec 18 14:25:22 +0000 2017',9.42763E+17,8.32528E+17,b'\xf0\x9f\x8c\xbb flowerchild \xf0\x9f\x8c\xbb',"b""MiDi Kwa'Kwa \xf0\x9f\x8c\xbbwandering soul\xf0\x9f\x8d\x83session zero\xf0\x9f\x8e\xbc #nodate https://t.co/zvZkMyGooX""","{'type': 'Point', 'coordinates': [4.88725586, 52.39398971]}"
b'Mon Dec 18 14:25:47 +0000 2017',9.42763E+17,89293669,b'Priye!',b'Giddy!',"{'type': 'Point', 'coordinates': [4.88725586, 52.39398971]}"
b'Mon Dec 18 14:26:13 +0000 2017',9.42763E+17,237872146,b'\xc5\x82\xe0\xb8\x84c\xce\xb5\xd1\x8fd\xe0\xb8\x84',b'@loquaz hit ne mores so resta aceitar querooo',"{'type': 'Point', 'coordinates': [4.87133199, 52.3722788]}"
